3056	State, unless	
3059	articles 20	
1011	the right to vote in	
3060	the case of	
1012	(b) ?Gram Sabha?	
3061	rule	
3066	which	
1021	114 in	
3069	the effect of	
3070	While an order	
3073	time	
1026	of an autonomous State comprising certain tribal	
3077	is not adequately represented in the	
3079	Court, including all salaries, allowances and	
3082	Pakistan ?	
3084	(Act LXV	
3086	Commission serving the	
1039	as to	
3089	has been ordinarily resident in the territory	
1043	and	
3094	that matter, whether passed before or	
3096	and thereupon	
1053	has been approved by resolutions of both	
1055	this	
3104	and	
3106	by Parliament upon	
1060	of Maharashtra or Gujarat, provide for any	
1063	removal	
1070	force authorising such acquisition;	
1078	 CHAPTER IV ? THE UNION JUDICIARY	
1079	being in	
1080	power of	
3128	Sikkim which was entered into or	
3131	(3) as to	
1088	vacation	
3140	Attorney-General of India or by a	
3146	receipt of such	
3148	State and the Panchayats	
3151	member elected to fill a casual	
1103	for the	
1108	any rules made thereunder	
1110	members	
3158	the	
1111	law and	
3160	Union and a	
3162	10. Maharashtra 19 11.	
1118	year of	
1124	report of the Committee constituted under clause	
3179	called	
1134	in Part D of the First	
1135	validity	
1136	Council, as the case may be,	
3187	appointed the Chief Election Commissioner shall	
1140	in this part shall be construed to	
3188	(1) of article 172 shall be construed	
3191	Chairman from any sitting of	
1143	Minister shall be appointed by the Governor	
1145	the twenty-sixth day of	
3194	Regulation	
1148	special agreement confer, if	
3197	is under consideration, the	
1151	importance ?	
1152	of Nagaland Act, 1962. 17.	
1156	rules made under	
1157	shall have	
1159	in any case the amount	
1167	any	
3216	Assembly or Chairman of the Legislative	
1170	development	
3219	or	
3222	so far as the security of India	
1175	animals. 16. Vital statistics	
3230	Manipur for which	
3231	office;  (b)	
1183	shall be a Union	
1186	commencement of this Constitution as Auditor-General of	
3239	the territorial area of	
1194	(c) if he has, before such appointment,	
1202	case the amount shown in the statement	
3251	of which the	
1204	any matter which shall be	
3253	(3) If	
3257	 146. Officers	
1212	or imprisonment	
1213	return	
3264	exercise within	
3267	shall refer	
1222	notwithstanding that	
3271	presented to such authority and	
3272	the Supreme Court or a	
1226	Sikkim; (g) the	
1227	promotion or	
3279	in payment of expenses for the promotion	
3283	exclusively of persons	
1237	fodder (including oil-cakes and other concentrates),	
3286	any other matter referred to	
1238	a sentence of death.  (2) Noting	
1240	the Scheduled Areas	
1241	may, having regard to the	
3292	Judges present at the hearing of the	
3293	expiration of a period of	
3294	Finance Commission of the	
1249	(2) The Governor	
3298	be provided in any	
3301	such salaries	
3311	purpose. (2)	
1265	of moneys	
3315	that a Municipality under	
3318	or in English to address the	
1273	opinion of the	
3321	to	
1276	in any court on	
1277	supplemental,	
1279	this Constitution, the	
3329	opposite	
1283	of a State not having	
3331	fees for	
3335	other	
1296	law in force beyond	
3345	be subject to the	
3346	State,	
3348	of either House of Parliament	
1301	a Proclamation under clause (1) or a	
1306	and my reference in articles	
3357	duties of his	
3359	Commission	
3365	they relate to the	
3368	District Council	
1323	any particular	
3372	by the Governor shall not be called	
3375	shall reconsider the Bill	
3377	High Court in the territory	
1330	as may be, apply in	
1334	those rights shall restrict the	
1336	be	
3385	does not include	
3386	the State	
1339	etc.? (1) Notwithstanding anything in this Constitution	
1340	decree, determination,	
3389	(a) the principles which should govern?	
3395	of a Panchayat; (f) ?population?	
3396	area	
3404	member of the Legislature	
3405	the elections	
3409	Chairman or the Deputy	
3410	or passed by civil courts in any	
1362	law, (iv) ownership and transfer of land,	
3416	personal liberty 22? Protection against	
1370	case of any resignation referred to	
1371	the Chairpersons of such Committees shall	
1372	the State	
3421	same person	
1378	the House of the People and	
3429	Union	
1383	otherwise; (b) consult such institutions	
3433	of the Chandernagore (Merger) Act, 1954, and	
3434	all suits and cases	
1390	(Madras Act XXV	
3441	Federal Court and has	
3447	aerodrome	
3452	by	
1407	of laws made by Parliament and by	
3462	of the People and to the	
1416	territory	
3466	or (b) two or	
3469	disqualifications mentioned	
1424	? 124? Establishment and Constitution of Supreme	
3478	the court from which the	
3479	Constitution together with an explanatory memorandum	
3482	(1) Seats shall be	
3489	of	
3491	passing of the second of the	
1443	order	
3492	final order of one Judge of	
3493	made by the	
3494	legislation or	
1453	be specified	
1455	charge shall	
1457	(1),	
3508	after consultation with	
1460	of members	
1462	of the President may be brought	
1463	the	
3511	the appeal involves a substantial question of	
3515	that all or	
1468	for appointment as	
1470	?  When a Bill has	
1471	Council	
3520	of territorial constituencies for the purpose of	
1474	in	
3522	such Court by this Constitution. (4)	
3526	clause	
1479	with respect to such Proclamation	
1484	that it is not an order or	
3535	and act	
1489	Court shall be	
1490	to be	
1493	of the People,	
1497	to	
3546	allocation of seats in the	
1500	rights, title and interest	
1503	The Legislature	
3553	State, any contract under which a	
1508	in	
3557	are vested by or under this	
3561	of	
3562	of these boards will be placed	
1515	incidental to any of the matters specified	
3563	to Rulers of	
3564	law shall be deemed to be	
3566	as	
1519	or	
3572	purposes. (3) A Bill	
3574	of deciding	
3576	Legislature of the Union territory	
3578	court within the territory of India in	
1532	a State	
1534	territory which immediately before the eleventh	
1535	borrowing within the territory of India upon	
3584	Nothing in clause (2) shall	
3586	at	
3592	the	
3593	Tribes in the Legislative Assembly of any	
1546	than	
3597	of the House absent from all meetings	
3602	women belonging to the Scheduled Castes	
3608	authority in the State by way	
1561	be	
1563	The West Bengal Estates Acquisition	
3612	it would have expired if this	
1566	allowances and to such rights in respect	
1568	may be, or (b) any court within	
3617	introduction and passing of Bills.? (1)	
1572	costs	
3622	Council; and (b) may be withdrawn	
3623	Court,	
1580	necessary to assist the Election	
1581	any of the matters enumerated in	
1589	be readjusted by such authority and in	
1590	Election Commissioners, if any, as the	
1591	such readjustment:  Provided also that until	
3640	the population as ascertained at the	
1593	laws and laws providing for	
1594	be necessary or	
1598	force? (a) the Prince,	
3647	145, reported that the	
1602	the creation of posts common	
1603	such	
3651	under articles 249 and 250	
3653	and consequential provisions as appear to	
1607	case may	
3662	which the	
3666	Union	
3671	the President is satisfied that the continued	
1623	the	
1624	is less than twenty-five years of	
3673	the House. ELEVENTH SCHEDULE	
3676	the duties of my office without fear	
3678	a member of	
3680	trial convicted the accused	
1636	of the State in	
3685	352; (19) "public notification" means a	
3686	Legislative Assembly, while	
1640	on ground of defection.?(1)	
3689	in any part thereof,	
1646	contract or assurance	
3698	the salaries and allowances of	
3699	purchase of goods" includes? (a)	
3701	Part II of	
1656	any guarantee by	
3706	of seats, a proportion	
3711	and Auditor-General of India, prescribe.  	
1663	thirty years of age and,	
3713	under this article or constituted otherwise)	
3718	Protection of certain rights regarding freedom of	
3722	amount of any such expenditure;  (f)	
1676	by law otherwise provides?	
3726	(4) The representatives of	
1678	may call for; and (c) if	
1680	but not exceeding in any case the	
1683	by	
3732	the State, as	
1685	the Public	
3736	for implementing any treaty, agreement	
3737	relating to the transaction of	
1689	Ministers, exercise his	
1690	law with respect	
1693	rate of four thousand2 rupees per mensem,	
1701	service under	
3749	Government	
3750	duties and, in particular,	
1704	means the group	
3754	is	
1708	consult, and to be defended by,	
1709	of Nagaland shall have special responsibility with	
3760	which such area is situated;	
1715	any, shall	
1716	Provided that the Governor shall not,	
3764	regard to	
1717	Andhra Pradesh 371E?	
3765	of Governor 157?	
1723	public	
1724	which the executive power of	
3774	final, and the validity	
1728	date	
3778	the matters enumerated in	
3779	the provisions of	
3780	MUNICIPALITIES ? 243P? Definitions 243Q? Constitution	
1743	of issue of	
1744	to a particular denomination.   17.	
3794	judicial office not inferior	
1747	suspending in whole or in	
1751	Legislature of a State which has a	
3800	takes	
3804	any	
3807	seats.? (1) Seats shall be	
1759	such State, and shall, in any other	
1760	the Legislative Assemblies of the	
1761	may, on the recommendation of the regional	
1764	members chosen	
3814	?reserved	
3815	conditions of service of persons appointed, to	
3819	original political party	
1773	a State which has a Legislative Council.	
1774	India.  Explanation II ?	
1778	payable in respect of	
1782	the	
3830	right	
3832	or the Deputy Speaker	
1787	conditions of freedom	
1788	or in any subsequent session with	
1795	such	
1798	the territorial area of a Panchayat;	
1800	distinguish	
1801	whether a member of	
3849	125. Salaries, etc., of Judges ? 	
1802	(Ceiling on Holdings) (Amendment) Act,	
3853	Legislative Council, the Money Bill shall be	
1805	in	
3858	effect	
3860	State is less	
3862	and	
1814	courts in	
3866	had extra-territorial effect as well	
3868	AND TRIBAL AREAS	
1828	this Constitution shall, during such period as	
3876	if so	
1832	a State	
1833	not, the	
3883	more than	
1836	Recruitment of persons	
1838	State	
1839	unless at least fourteen days?	
3891	person	
1848	pending in a court subordinate	
3897	make	
1853	of a Proclamation under article 356, have	
3903	 38. State to secure	
1859	Legislative Council, the Money Bill	
3909	PART VIII?THE UNION TERRITORIES ?	
1862	Municipality	
3914	in the form in which it was	
1867	effect by a majority of the	
3917	held on the basis	
3919	extra-territorial	
1871	respect of	
3920	seat vacant:	
1877	for consumption by that	
3927	any such	
3929	the Union and a Public Service	
1885	by both Houses	
1888	House of the People.? (1)	
1890	to the State of Manipur,	
3943	TO CERTAIN CLASSES 330.	
3944	appointed,	
3947	or is	
3949	Anglo-Indian community needs representation in the Legislative	
3954	head to aid	
1909	(2)	
3959	the President under this clause shall have	
3961	referred to in sub-section	
1916	is in operation, then? (a) notwithstanding	
3964	Court or the High Courts	
1919	of whom twenty shall be	
1921	duties as a Minister for the Union	
3970	otherwise requires,	
3973	years" were substituted. 	
3976	within the limits of its economic	
1929	office of Governor (or	
3978	culture of India	
3981	Abolition Act, 1963 (Gujarat	
1933	area may, notwithstanding that those taxes,	
1934	India relating	
3985	of the Union or of a	
3988	14. Burials and	
1941	the provisions of	
3990	form part of the Consolidated Fund of	
1943	the resources of the Municipalities	
3992	one House and transmitted to the	
1948	conferred by this Part and any law	
4001	within such district, be	
1956	Union territories.? The	
4007	taxes, the proceeds of which are	
1963	either	
1964	the determination of which is	
1965	*** in the Council of States	
4014	clause (1) shall bear, as	
1968	persons serving in connection	
4017	been an advocate	
1971	guarantees within such	
1972	of Public Service	
4020	President for decision and act according	
4021	The reservation of	
1973	1961 (Mysore Act XXXVI	
4022	that where the remainder of the	
1974	or is not a	
1977	Justice, the	
4026	India wholly or in part	
4035	amount of that portion	
1988	as the Governor	
4038	unions;  (d) to	
1992	100.	
4042	the case of any	
4043	India" into which shall	
4045	made before the first	
4046	secure	
4049	increase the area of any State; 	
2003	1948, he has been ordinarily resident	
2004	more States	
2007	such region. (5)	
4061	before	
4062	of	
4063	in relation to, the Administrative Tribunal.	
2017	were applicable immediately before such	
2021	or holds a civil post	
4070	as members of such Councils; (e)	
2028	of *** Maharashtra	
4077	if requested by	
4078	exercised, no judgment, decree, sentence	
4081	of rest of	
2037	law constitute a High Court	
4087	bridges, ferries, waterways	
4088	the Second Schedule:	
4093	declared by Parliament by	
4094	be	
2047	the Court for the
